,Line,Site Less,Site More,Prediction,Lean,DFS Pickem Sites Factor,Sportsbooks Factor,RotoWire Projection Factor,Hit Rate Factor,RotoWire Projection,Weighted Hit Rate,At Home,Average Line Variance,Implied Less ,Implied More ,Hit Rate Last 10,Hit Rate Last 10 Outcomes,Hit Rate Last 20 Outcomes,Hit Rate Last 30 Outcomes,Hit Rate Last 5 Outcomes,Hit Rate Previous Season,Hit Rate Season,Hit Rate Vs Opponent,RotoWire Projection Difference,RotoWire Projection Difference ,PrizePicks,PrizePicks Line,Underdog,Underdog Line,DraftKings Pick6,DraftKings Pick6 Line,BetMGM Line,BetMGM Less,BetMGM More,BetMGM Less ,BetMGM More ,BetRivers Line,BetRivers Less,BetRivers More,BetRivers Less ,BetRivers More ,DraftKings Line,DraftKings Less,DraftKings More,DraftKings Less ,DraftKings More ,FanDuel Line,FanDuel Less,FanDuel More,FanDuel Less ,FanDuel More ,PointsBet Line,PointsBet Less,PointsBet More,PointsBet Less ,PointsBet More 
306,18.5,-132,-129,-11.6,0,0,6.6,-15.4,-77.5,18.04,19,1,0.1,50,50,10,10000000,1e+17,1.0000000000000002e+27,100,27,27,33,-0.46,-2.5,18.5,18.5,18.5,18.5,-1,-1,18.5,-120,-115,50,50,19.5,112,112,50,50,18.5,-115,-115,50,50,18.5,-113,-115,50,50,18.5,-115,-115,50,50
308,1.5,-114,-148,11.3,1,-1,7.3,18.3,40.0,1.87,66,0,0,47,53,70,1101110110,1.1e+19,1.1e+29,11011,46,46,36,0.37,24.42,-1,-1,-1,-1,-1,-1,1.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,100,-130,47,53
309,41.5,-130,-130,-11.0,0,0,-0.7,-29.4,-42.5,40.62,33,0,0,50,50,30,1000010001,1e+19,1.0000000000000001e+29,10000,41,49,31,-0.88,-2.13,41.5,41.5,41.5,41.5,-1,-1,41.5,-115,-115,50,50,-1,-1,-1,-1,-1,41.5,-115,-115,50,50,41.5,-122,-104,52,48,41.5,-115,-115,50,50
310,33.5,-130,-130,10.8,1,0,7.3,25.4,30.0,34.26,62,0,0.1,50,50,60,111101010,1.11e+18,1.11e+28,1111,53,40,29,0.76,2.27,33.5,33.5,33.5,33.5,-1,-1,33.5,-115,-115,50,50,34.5,-109,100,51,49,33.5,-115,-115,50,50,33.5,-108,-118,49,51,33.5,-105,-125,48,52
311,35.5,-134,-127,-10.8,0,0,-1,-42.4,-27.5,34.23,39,0,0,51,49,30,110010000,1.1e+18,1.1000000000000002e+28,1100,-1,33,11,-1.27,-3.58,35.5,35.5,35.5,35.5,-1,-1,35.5,-120,-110,51,49,35.5,-105,-105,50,50,35.5,-115,-115,50,50,35.5,-120,-106,51,49,35.5,-120,-110,51,49
312,10.5,-152,-112,10.8,1,0,-7.9,58.0,32.5,12.24,63,1,0.1,53,47,70,1011011011,1.01e+19,1.01e+29,10110,45,59,29,1.74,16.58,10.5,10.5,10.5,10.5,-1,-1,10.5,-135,100,53,47,10.5,114,-109,47,53,10.5,-130,100,53,47,10.5,-125,-102,52,48,9.5,-105,-125,48,52
313,4.5,-118,-143,10.7,1,0,4.2,19.4,42.5,4.89,67,1,0,48,52,80,1110011111,1.11e+19,1.11e+29,11100,43,43,35,0.39,8.64,4.5,4.5,4.5,4.5,-1,-1,4.5,-105,-130,48,52,-1,-1,-1,-1,-1,4.5,-105,-125,48,52,4.5,-104,-122,48,52,4.5,-110,-120,49,51
314,3.5,-145,-115,-10.6,0,0,-10.5,30.9,-77.5,4.12,19,1,0,53,47,10,100000000,1e+18,1e+28,1000,50,42,33,0.62,17.66,-1,-1,3.5,3.5,-1,-1,3.5,-130,-105,52,48,3.5,-150,112,56,44,3.5,-130,100,53,47,3.5,-148,116,56,44,3.5,-145,110,55,45
315,28.5,-122,-137,10.6,1,0,16.7,22.0,10.0,29.16,54,1,0.3,49,51,60,1010001111,1.01e+19,1.01e+29,10100,15,53,25,0.66,2.31,28.5,28.5,28.5,28.5,-1,-1,28.5,-110,-120,49,51,-1,-1,-1,-1,-1,28.5,-105,-125,48,52,29.5,-118,-108,51,49,29.5,-125,-105,52,48
316,10.5,-143,-118,10.6,1,0,-2.9,95.0,-17.5,13.35,43,0,0,52,48,40,100100110,1e+18,1e+28,1001,28,40,20,2.85,27.14,10.5,10.5,10.5,10.5,-1,-1,10.5,-125,-105,52,48,10.5,-120,-112,51,49,10.5,-125,-105,52,48,10.5,-128,100,53,47,10.5,-125,-105,52,48
318,8.5,-150,-114,10.5,1,0,-2.9,54.1,22.5,10.12,59,0,0,53,47,70,1011110011,1.01e+19,1.01e+29,10111,40,52,18,1.62,19.11,8.5,8.5,8.5,8.5,-1,-1,8.5,-130,100,53,47,8.5,110,100,49,51,8.5,-130,100,53,47,8.5,-128,100,53,47,8.5,-125,-105,52,48
319,3.5,-139,-121,-10.4,0,0,-4.6,-13.8,-45.0,3.22,32,0,0,52,48,30,1101000000,1.1e+19,1.1e+29,11010,-1,7,0,-0.28,-7.91,3.5,3.5,3.5,3.5,-1,-1,3.5,-125,-110,51,49,3.5,-124,-107,52,48,3.5,-125,-105,52,48,3.5,-122,-104,52,48,3.5,-130,100,53,47
320,2.5,-130,-129,10.4,1,-1,0,34.1,35.0,3.18,64,1,0,50,50,60,111101100,1.11e+18,1.11e+28,1111,56,64,55,0.68,27.28,-1,-1,-1,-1,-1,-1,2.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,18.5,-118,-143,10.4,1,0,20.2,42.0,-20.0,19.76,42,1,0.4,48,52,40,111000001,1.11e+18,1.11e+28,1110,59,59,50,1.26,6.81,18.5,18.5,18.5,18.5,-1,-1,18.5,-105,-130,48,52,19.5,-108,104,51,49,18.5,-105,-125,48,52,19.5,-120,-106,51,49,19.5,-120,-110,51,49
322,9.5,-127,-132,10.3,1,0,0.7,54.2,12.5,11.13,55,1,0,50,50,60,10111110,1.01e+17,1.0100000000000001e+27,101,49,56,50,1.63,17.12,9.5,9.5,9.5,9.5,-1,-1,9.5,-110,-120,49,51,9.5,-115,-115,50,50,9.5,-115,-115,50,50,9.5,-106,-120,49,51,9.5,-115,-115,50,50
323,5.5,-114,-150,10.2,1,0,5.9,46.6,7.5,6.43,53,1,0,47,53,60,101010111,1.01e+18,1.01e+28,1010,50,38,50,0.93,16.94,5.5,5.5,5.5,5.5,-1,-1,5.5,100,-135,47,53,5.5,-110,-121,49,51,5.5,100,-130,47,53,5.5,-102,-125,48,52,5.5,100,-130,47,53
324,9.5,-152,-112,10.0,1,0,-3.6,37.6,37.5,10.63,65,0,0,53,47,60,111111000,1.11e+18,1.11e+28,1111,55,54,56,1.13,11.87,9.5,9.5,9.5,9.5,-1,-1,9.5,-135,100,53,47,9.5,107,100,49,51,9.5,-130,100,53,47,9.5,-130,102,53,47,9.5,-130,100,53,47
325,35.5,-137,-122,-9.7,0,0,-7.4,-52.3,5.0,33.93,52,0,0.1,51,49,60,11001111,1.1e+17,1.1000000000000001e+27,110,31,38,38,-1.57,-4.42,35.5,35.5,35.5,35.5,-1,-1,35.5,-120,-110,51,49,35.5,-105,-105,50,50,35.5,-120,-110,51,49,34.5,-106,-120,49,51,35.5,-125,-105,52,48
326,32.5,-121,-139,9.5,1,16.7,19.8,-52.1,30.0,30.94,62,1,0.6,48,52,70,101101111,1.01e+18,1.01e+28,1011,66,49,50,-1.56,-4.81,33.5,33.5,32.5,32.5,-1,-1,32.5,-110,-125,49,51,33.5,-105,-104,50,50,32.5,-105,-125,48,52,33.5,-122,-104,52,48,33.5,-125,-105,52,48
327,23.5,-118,-143,9.3,1,16.7,14,47.7,-57.5,24.93,27,0,0.4,48,52,20,1010000000,1.01e+19,1.01e+29,10100,71,33,64,1.43,6.09,24.5,24.5,23.5,23.5,-1,-1,23.5,-105,-130,48,52,24.5,-107,104,51,49,23.5,-105,-125,48,52,24.5,-128,100,53,47,23.5,-105,-125,48,52
328,22.5,-136,-125,9.2,1,0,13.1,13.1,17.5,22.89,57,1,0.3,51,49,70,111001111,1.11e+18,1.11e+28,1110,33,50,20,0.39,1.74,22.5,22.5,22.5,22.5,-1,-1,22.5,-120,-110,51,49,23.5,112,105,49,51,22.5,-120,-110,51,49,23.5,-120,-106,51,49,22.5,-105,-125,48,52
329,25.5,-125,-136,9.2,1,0,0.5,100.0,-40.0,30.39,34,0,0,49,51,30,1100000001,1.1e+19,1.1e+29,11000,39,34,50,4.89,19.18,25.5,25.5,25.5,25.5,-1,-1,25.5,-110,-120,49,51,-1,-1,-1,-1,-1,25.5,-115,-115,50,50,-1,-1,-1,-1,-1,25.5,-115,-115,50,50
330,35.5,-129,-130,-9.1,0,0,7,-81.9,5.0,33.04,52,1,0.1,50,50,60,1100001111,1.1e+19,1.1e+29,11000,69,42,50,-2.46,-6.92,35.5,35.5,35.5,35.5,-1,-1,35.5,-115,-115,50,50,36.5,-105,-103,50,50,35.5,-115,-115,50,50,35.5,-106,-120,49,51,35.5,-115,-115,50,50
331,1.5,-120,-141,8.9,1,0,6.3,31.9,12.5,2.14,55,1,0,48,52,60,1001011011,1e+19,1.0000000000000001e+29,10010,38,57,43,0.64,42.58,1.5,1.5,1.5,1.5,-1,-1,1.5,-105,-130,48,52,1.5,-110,-121,49,51,1.5,-105,-125,48,52,1.5,112,-142,45,55,1.5,100,-130,47,53
332,19.5,-127,-134,8.9,1,16.7,0.9,-1.9,20.0,19.44,58,1,0.2,49,51,50,1110010001,1.11e+19,1.11e+29,11100,45,52,55,-0.06,-0.29,20.5,20.5,19.5,19.5,-1,-1,19.5,-110,-120,49,51,-1,-1,-1,-1,-1,19.5,-115,-115,50,50,19.5,-111,-115,50,50,19.5,-110,-120,49,51
333,2.5,-121,-139,8.8,1,0,4.4,10.8,37.5,2.72,65,1,0,48,52,70,1110011110,1.11e+19,1.11e+29,11100,43,48,29,0.22,8.65,2.5,2.5,-1,-1,-1,-1,2.5,-105,-125,48,52,2.5,-107,-124,48,52,2.5,-105,-125,48,52,-1,-1,-1,-1,-1,2.5,-105,-125,48,52
334,40.5,-120,-141,-8.8,0,0,1.5,-4.5,-57.5,40.36,27,0,0,48,52,30,100000110,1e+18,1e+28,1000,19,13,30,-0.14,-0.34,40.5,40.5,40.5,40.5,-1,-1,40.5,-105,-125,48,52,-1,-1,-1,-1,-1,40.5,-105,-125,48,52,40.5,-113,-113,50,50,40.5,-115,-115,50,50
335,35.5,-125,-134,-8.4,0,0,7.9,-62.3,-12.5,33.63,45,1,0.1,49,51,50,10110011,1.01e+17,1.0100000000000001e+27,101,26,43,25,-1.87,-5.27,35.5,35.5,35.5,35.5,-1,-1,35.5,-110,-120,49,51,36.5,-105,-103,50,50,35.5,-110,-120,49,51,35.5,-106,-120,49,51,35.5,-110,-120,49,51
336,0.5,-124,-136,8.4,1,0,8.6,3.6,32.5,0.55,63,1,0,49,51,70,1011011101,1.01e+19,1.01e+29,10110,66,51,50,0.05,10.7,0.5,0.5,0.5,0.5,-1,-1,0.5,-110,-120,49,51,0.5,-104,-129,48,52,-1,-1,-1,-1,-1,0.5,110,-140,45,55,-1,-1,-1,-1,-1
337,0.5,-117,-143,8.4,1,0,6.7,47.8,-7.5,1.22,47,0,0,48,52,40,1000100011,1e+19,1.0000000000000001e+29,10001,43,60,40,0.72,143.43,0.5,0.5,0.5,0.5,-1,-1,0.5,-105,-130,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-105,-125,48,52
338,8.5,-145,-115,-8.2,0,0,-4.6,-41.4,-2.5,7.26,49,1,0,53,47,50,11000111,1.1e+17,1.1000000000000001e+27,110,27,44,27,-1.24,-14.62,-1,-1,8.5,8.5,-1,-1,8.5,-130,-105,52,48,-1,-1,-1,-1,-1,8.5,-130,100,53,47,8.5,-132,104,54,46,8.5,-130,100,53,47
339,0.5,-139,-121,-8.2,0,0,-6.1,7.1,-47.5,0.61,31,0,0,52,48,30,100101000,1e+18,1e+28,1001,54,43,50,0.11,21.26,0.5,0.5,-1,-1,-1,-1,0.5,-125,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,8.5,-115,-145,-8.1,0,0,3.8,-55.0,-7.5,6.85,47,0,0,47,53,50,1010101100,1.01e+19,1.01e+29,10101,19,21,20,-1.65,-19.41,8.5,8.5,8.5,8.5,-1,-1,8.5,100,-130,47,53,-1,-1,-1,-1,-1,8.5,100,-130,47,53,8.5,-104,-122,48,52,8.5,-105,-125,48,52
341,19.5,-129,-132,-7.9,0,0,0.2,-35.7,-17.5,18.43,43,1,0,50,50,30,1100000100,1.1e+19,1.1e+29,11000,27,33,13,-1.07,-5.49,19.5,19.5,19.5,19.5,-1,-1,19.5,-115,-120,50,50,-1,-1,-1,-1,-1,19.5,-115,-115,50,50,-1,-1,-1,-1,-1,19.5,-115,-115,50,50
342,20.5,-130,-130,-7.9,0,0,0.6,-28.9,-25.0,19.63,40,1,0,50,50,40,10101100,1.01e+17,1.0100000000000001e+27,101,67,50,20,-0.87,-4.23,20.5,20.5,20.5,20.5,-1,-1,20.5,-115,-115,50,50,20.5,108,-113,48,52,20.5,-115,-115,50,50,20.5,-115,-111,50,50,20.5,-115,-115,50,50
343,13.5,-121,-139,-7.7,0,0,1.9,-35.6,-20.0,12.43,42,1,0,48,52,30,1100000100,1.1e+19,1.1e+29,11000,29,38,13,-1.07,-7.92,13.5,13.5,13.5,13.5,-1,-1,13.5,-105,-125,48,52,13.5,114,-113,47,53,13.5,-105,-125,48,52,13.5,-118,-108,51,49,13.5,-115,-115,50,50
344,46.5,-139,-122,7.7,1,0,6.2,16.9,20.0,47.01,58,0,0.1,51,49,60,1010100111,1.01e+19,1.01e+29,10101,55,59,40,0.51,1.09,46.5,46.5,46.5,46.5,-1,-1,46.5,-120,-110,51,49,47.5,108,102,49,51,46.5,-120,-110,51,49,46.5,-115,-111,50,50,46.5,-115,-115,50,50
345,0.5,-118,-143,7.7,1,0,6.1,17.0,20.0,0.75,58,1,0,48,52,50,1011101000,1.01e+19,1.01e+29,10111,38,59,33,0.25,50.89,0.5,0.5,0.5,0.5,-1,-1,0.5,-105,-125,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
346,6.5,-148,-114,7.6,1,0,-3.2,48.0,10.0,7.94,54,1,0,53,47,60,11111100,1.11e+17,1.11e+27,111,60,51,67,1.44,22.16,6.5,6.5,6.5,6.5,-1,-1,6.5,-130,100,53,47,6.5,-121,-110,51,49,6.5,-130,100,53,47,6.5,-120,-106,51,49,6.5,-125,-105,52,48
347,2.5,-113,-150,7.6,1,0,6.2,16.1,20.0,2.82,58,0,0,47,53,70,101111011,1.01e+18,1.01e+28,1011,51,53,59,0.32,12.89,2.5,2.5,-1,-1,-1,-1,2.5,100,-135,47,53,2.5,-105,-127,48,52,2.5,100,-130,47,53,2.5,-104,-122,48,52,2.5,100,-130,47,53
348,2.5,-121,-139,-7.5,0,0,2.1,-17.6,-37.5,2.15,35,0,0,48,52,30,1000010001,1e+19,1.0000000000000001e+29,10000,-1,43,0,-0.35,-14.1,2.5,2.5,2.5,2.5,-1,-1,2.5,-105,-125,48,52,2.5,-115,-115,50,50,2.5,-105,-125,48,52,2.5,-115,-111,50,50,2.5,-110,-120,49,51
349,25.5,-121,-139,7.5,1,16.7,8.4,41.6,-50.0,26.75,30,1,0.3,48,52,20,110000000,1.1e+18,1.1000000000000002e+28,1100,50,35,50,1.25,4.9,26.5,26.5,25.5,25.5,-1,-1,25.5,-105,-125,48,52,26.5,-109,104,52,48,25.5,-105,-125,48,52,25.5,-102,-125,48,52,25.5,-110,-120,49,51
351,3.5,-136,-125,7.4,1,0,-4.1,-1.0,60.0,3.48,74,0,0,51,49,70,1111101001,1.11e+19,1.11e+29,11111,38,55,30,-0.02,-0.55,3.5,3.5,-1,-1,-1,-1,3.5,-120,-110,51,49,3.5,-137,104,54,46,3.5,-120,-110,51,49,3.5,-128,100,53,47,3.5,-115,-115,50,50
352,5.5,-113,-150,7.3,1,-1,8.5,-23.4,52.5,5.03,71,1,0,47,53,70,1011001111,1.01e+19,1.01e+29,10110,52,59,86,-0.47,-8.52,-1,-1,-1,-1,-1,-1,5.5,100,-135,47,53,5.5,106,-141,45,55,5.5,105,-135,46,54,5.5,108,-138,45,55,5.5,-105,-125,48,52
353,16.5,-141,-120,7.3,1,0,-1.5,74.9,-22.5,18.75,41,0,0,52,48,40,1010110,1.01e+16,1.01e+26,10,16,50,25,2.25,13.62,16.5,16.5,16.5,16.5,-1,-1,16.5,-125,-105,52,48,16.5,104,-104,49,51,16.5,-125,-105,52,48,16.5,-118,-108,51,49,16.5,-120,-110,51,49
354,31.5,-141,-120,-7.3,0,0,-2.5,-87.8,45.0,28.87,68,1,0,52,48,70,1101101110,1.1e+19,1.1e+29,11011,38,38,0,-2.63,-8.36,31.5,31.5,31.5,31.5,-1,-1,31.5,-125,-105,52,48,-1,-1,-1,-1,-1,31.5,-125,-105,52,48,-1,-1,-1,-1,-1,31.5,-120,-110,51,49
355,3.5,-145,-117,-7.3,0,0,-5.3,-18.5,-17.5,3.13,43,0,0,52,48,40,101100010,1.01e+18,1.01e+28,1011,30,27,13,-0.37,-10.59,3.5,3.5,3.5,3.5,-1,-1,3.5,-130,-105,52,48,3.5,-125,-106,52,48,3.5,-125,-105,52,48,3.5,-125,-102,52,48,3.5,-130,100,53,47
356,2.5,-125,-134,7.2,1,0,3.2,-6.8,47.5,2.36,69,0,0,49,51,70,1101111001,1.1e+19,1.1e+29,11011,41,48,69,-0.14,-5.42,2.5,2.5,-1,-1,-1,-1,2.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5,-104,-122,48,52,-1,-1,-1,-1,-1
357,20.5,-145,-117,-7.2,0,-16.7,-13.4,59.3,-37.5,22.28,35,1,0.4,52,48,40,1111000,1.11e+16,1.11e+26,11,33,47,29,1.78,8.67,19.5,19.5,20.5,20.5,-1,-1,20.5,-130,-105,52,48,-1,-1,-1,-1,-1,20.5,-125,-105,52,48,-1,-1,-1,-1,-1,19.5,-115,-115,50,50
358,9.5,-114,-148,7.1,1,0,10,-23.2,47.5,8.8,69,1,0.2,47,53,70,1111111000,1.11e+19,1.11e+29,11111,38,44,42,-0.7,-7.32,9.5,9.5,-1,-1,-1,-1,9.5,100,-130,47,53,10.5,105,120,52,48,9.5,-105,-125,48,52,9.5,102,-130,47,53,9.5,105,-140,46,54
359,19.5,-134,-127,-7.1,0,0,5.9,-33.5,-27.5,18.49,39,1,0.1,51,49,50,110111,1100000000000000.0,1.0999999999999998e+25,1,48,59,56,-1.01,-5.16,19.5,19.5,19.5,19.5,-1,-1,19.5,-120,-110,51,49,20.5,112,112,50,50,19.5,-120,-110,51,49,19.5,-115,-111,50,50,19.5,-115,-115,50,50
360,17.5,-136,-124,-7.1,0,0,-0.6,-98.1,52.5,14.56,71,1,0,51,49,70,1101101110,1.1e+19,1.1e+29,11011,45,40,40,-2.94,-16.82,17.5,17.5,17.5,17.5,-1,-1,17.5,-120,-110,51,49,-1,-1,-1,-1,-1,17.5,-120,-110,51,49,17.5,-111,-115,50,50,17.5,-115,-115,50,50
361,1.5,-117,-145,7.0,1,0,3.2,31.6,7.5,2.13,53,0,0,48,52,50,111010010,1.11e+18,1.11e+28,1110,71,64,40,0.63,42.15,1.5,1.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,-113,-118,49,51,-1,-1,-1,-1,-1,1.5,-102,-125,48,52,-1,-1,-1,-1,-1
362,1.5,-137,-122,-6.9,0,0,-3.9,10.3,-47.5,1.71,31,1,0,51,49,40,1011001,1.01e+16,1.01e+26,10,63,40,100,0.21,13.78,1.5,1.5,1.5,1.5,-1,-1,1.5,-120,-110,51,49,1.5,-127,-105,52,48,1.5,-120,-110,51,49,1.5,-125,-102,52,48,1.5,-125,-105,52,48
363,9.5,-112,-152,6.9,1,0,4.1,-3.4,40.0,9.4,66,1,0,47,53,50,1111001000,1.11e+19,1.11e+29,11110,45,66,33,-0.1,-1.09,9.5,9.5,-1,-1,-1,-1,9.5,-105,-125,48,52,-1,-1,-1,-1,-1,9.5,100,-130,47,53,-1,-1,-1,-1,-1,9.5,100,-130,47,53
365,7.5,-148,-114,-6.8,0,0,-3.9,11.4,-47.5,7.84,31,1,0,53,47,30,100110000,1e+18,1e+28,1001,43,41,50,0.34,4.54,7.5,7.5,7.5,7.5,-1,-1,7.5,-135,100,53,47,7.5,-127,-105,52,48,7.5,-130,100,53,47,7.5,-125,-102,52,48,7.5,-125,-105,52,48
366,15.5,-121,-139,6.8,1,0,7.4,35.2,-7.5,16.56,47,1,0.1,48,52,40,1000101100,1e+19,1.0000000000000001e+29,10001,72,67,67,1.06,6.82,15.5,15.5,15.5,15.5,-1,-1,15.5,-105,-125,48,52,16.5,-109,107,52,48,15.5,-105,-125,48,52,15.5,-111,-115,50,50,15.5,-115,-115,50,50
367,25.5,-145,-115,6.7,1,-16.7,-17.4,69.1,55.0,27.57,72,0,0.5,53,47,60,1111101000,1.11e+19,1.11e+29,11111,32,52,29,2.07,8.12,24.5,24.5,25.5,25.5,-1,-1,25.5,-130,100,53,47,-1,-1,-1,-1,-1,25.5,-125,-105,52,48,24.5,-108,-118,49,51,24.5,-105,-125,48,52
369,13.5,-141,-120,6.6,1,0,-1,38.6,7.5,14.66,53,0,0,52,48,60,1000111101,1e+19,1.0000000000000001e+29,10001,70,36,80,1.16,8.58,13.5,13.5,13.5,13.5,-1,-1,13.5,-125,-105,52,48,13.5,112,-110,47,53,13.5,-125,-105,52,48,13.5,-118,-108,51,49,13.5,-120,-110,51,49
370,5.5,-115,-145,-6.4,0,0,6.6,-38.2,-20.0,4.74,42,1,0,47,53,30,10010001,1e+17,1.0000000000000002e+27,100,14,41,25,-0.76,-13.89,5.5,5.5,5.5,5.5,-1,-1,5.5,100,-135,47,53,5.5,-103,-130,47,53,5.5,100,-130,47,53,5.5,-102,-125,48,52,5.5,100,-130,47,53
371,15.5,-130,-130,-6.4,0,0,-0.8,-20.7,-20.0,14.88,42,1,0,50,50,40,1010010010,1.01e+19,1.01e+29,10100,78,50,76,-0.62,-4.0,-1,-1,15.5,15.5,-1,-1,15.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.5,-120,-110,51,49
372,16.5,-125,-134,-6.1,0,0,7.3,-30.4,-27.5,15.59,39,1,0.1,49,51,30,1001000010,1e+19,1.0000000000000001e+29,10010,53,51,35,-0.91,-5.53,16.5,16.5,16.5,16.5,-1,-1,16.5,-110,-120,49,51,17.5,114,114,50,50,16.5,-110,-120,49,51,16.5,-113,-113,50,50,16.5,-115,-115,50,50
373,1.5,-130,-129,-6.1,0,0,0,-8.3,-32.5,1.33,37,0,0,50,50,40,1001001010,1e+19,1.0000000000000001e+29,10010,15,37,38,-0.17,-11.06,1.5,1.5,-1,-1,-1,-1,1.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
374,0.5,-124,-136,6.1,1,0,3,11.2,22.5,0.67,59,0,0,49,51,50,1110100010,1.11e+19,1.11e+29,11101,-1,43,0,0.17,33.56,0.5,0.5,-1,-1,-1,-1,0.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,30.5,-118,-143,6.1,1,16.7,20.5,-23.5,-22.5,29.79,41,1,0.6,48,52,40,1111000,1.11e+16,1.11e+26,11,72,52,57,-0.71,-2.31,31.5,31.5,30.5,30.5,-1,-1,30.5,-105,-125,48,52,31.5,-103,-103,50,50,30.5,-105,-125,48,52,31.5,-120,-106,51,49,31.5,-120,-110,51,49
376,2.5,-145,-117,-6.1,0,0,-6.9,23.0,-47.5,2.96,31,1,0,52,48,30,1001001,1e+16,1e+26,10,50,48,33,0.46,18.41,2.5,2.5,2.5,2.5,-1,-1,2.5,-130,-105,52,48,2.5,-139,105,54,46,2.5,-130,100,53,47,2.5,-130,102,53,47,2.5,-125,-105,52,48
378,5.5,-148,-115,5.9,1,0,-6.5,62.1,-7.5,6.74,47,0,0,53,47,60,10011111,1e+17,1.0000000000000002e+27,100,18,38,27,1.24,22.57,-1,-1,5.5,5.5,-1,-1,5.5,-130,100,53,47,5.5,133,114,48,52,5.5,-130,100,53,47,5.5,-146,114,56,44,5.5,-140,105,54,46
379,26.5,-136,-124,5.9,1,0,4.8,63.2,-35.0,28.4,36,1,0.1,51,49,30,10001100,1e+17,1.0000000000000002e+27,100,51,63,50,1.9,7.15,26.5,26.5,26.5,26.5,-1,-1,26.5,-125,-105,52,48,27.5,-112,106,52,48,26.5,-125,-105,52,48,26.5,-104,-122,48,52,26.5,-125,-105,52,48
380,2.5,-143,-118,5.8,1,0,-5.9,17.4,35.0,2.85,64,1,0,52,48,70,1011101011,1.01e+19,1.01e+29,10111,48,35,20,0.35,13.94,2.5,2.5,2.5,2.5,-1,-1,2.5,-125,-105,52,48,2.5,-134,102,54,46,2.5,-125,-105,52,48,2.5,-130,102,53,47,2.5,-125,-105,52,48
381,2.5,-145,-115,-5.8,0,0,-4.5,-2.9,-25.0,2.44,40,0,0,53,47,30,1101000000,1.1e+19,1.1e+29,11010,29,46,40,-0.06,-2.33,2.5,2.5,2.5,2.5,-1,-1,2.5,-130,-105,52,48,-1,-1,-1,-1,-1,2.5,-125,-105,52,48,2.5,-120,-106,51,49,2.5,-125,-105,52,48
382,23.5,-136,-125,5.7,1,0,-1.5,53.7,-12.5,25.11,45,1,0,51,49,40,1000101100,1e+19,1.0000000000000001e+29,10001,78,67,67,1.61,6.86,23.5,23.5,23.5,23.5,-1,-1,23.5,-120,-110,51,49,23.5,100,-104,50,50,23.5,-120,-110,51,49,23.5,-120,-106,51,49,23.5,-125,-105,52,48
384,2.5,-150,-114,5.5,1,0,-10.1,27.5,32.5,3.05,63,0,0,53,47,70,101011111,1.01e+18,1.01e+28,1010,47,52,46,0.55,21.96,-1,-1,2.5,2.5,-1,-1,2.5,-135,100,53,47,-1,-1,-1,-1,-1,2.5,-130,100,53,47,2.5,-146,114,56,44,2.5,-145,110,55,45
385,8.5,-115,-145,5.3,1,0,1.3,9.8,22.5,8.8,59,0,0,47,53,70,110111011,1.1e+18,1.1000000000000002e+28,1101,-1,41,22,0.3,3.47,-1,-1,8.5,8.5,-1,-1,8.5,100,-130,47,53,8.5,-121,-109,51,49,8.5,100,-130,47,53,8.5,-115,-111,50,50,8.5,-115,-115,50,50
386,13.5,-121,-139,5.3,1,0,8.1,-26.2,42.5,12.71,67,0,0.1,48,52,70,1010111101,1.01e+19,1.01e+29,10101,53,61,41,-0.79,-5.83,13.5,13.5,13.5,13.5,-1,-1,13.5,-105,-125,48,52,14.5,-105,106,51,49,13.5,-105,-125,48,52,13.5,-108,-118,49,51,13.5,-110,-120,49,51
387,17.5,-120,-141,5.2,1,0,14,37.2,-35.0,18.62,36,1,0.3,48,52,30,10001100,1e+17,1.0000000000000002e+27,100,61,60,50,1.12,6.38,17.5,17.5,17.5,17.5,-1,-1,17.5,-110,-120,49,51,18.5,107,-108,48,52,17.5,-110,-120,49,51,18.5,-120,-106,51,49,17.5,-115,-115,50,50
